Age,Years_of_Experience,Education_Level,Job_Role,City_Tier,Salary
42,21.8,Bachelor,Mid,Tier 1,534962.0
37,18.5,Bachelor,Lead,Tier 3,1949937.0
51,27.8,High School,Junior,Tier 2,900433.0
45,19.3,Bachelor,Mid,Tier 2,569245.0
73,52.0,High School,Mid,Tier 3,1175364.0
19,0.0,High School,Senior,Tier 1,918611.0
29,6.7,Bachelor,Manager,Tier 1,2048406.0
39,18.1,Master,Lead,Tier 2,2149123.0
32,9.1,Bachelor,Manager,Tier 1,2588012.0
46,23.5,Bachelor,Junior,Tier 2,511983.0
42,19.8,Master,Senior,Tier 3,1935546.0
24,4.9,High School,Mid,Tier 3,518786.0
41,19.1,Bachelor,Lead,Tier 1,1856056.0
28,3.5,Bachelor,Junior,Tier 1,511460.0
57,32.6,High School,Mid,Tier 2,547657.0
29,7.3,High School,Mid,Tier 3,1013692.0
35,10.7,High School,Mid,Tier 3,552086.0
39,13.9,Bachelor,Lead,Tier 3,1943811.0
38,17.3,High School,Mid,Tier 2,590652.0
40,19.4,Bachelor,Manager,Tier 1,2100377.0
49,26.3,High School,Mid,Tier 2,535612.0
32,10.6,High School,Mid,Tier 1,676327.0
40,18.4,Bachelor,Junior,Tier 2,513268.0
29,8.2,Bachelor,Manager,Tier 1,2018257.0
36,15.2,Bachelor,Mid,Tier 3,712903.0
47,19.8,Bachelor,Mid,Tier 2,1329728.0
23,0.5,Bachelor,Mid,Tier 1,584820.0
41,20.0,Bachelor,Junior,Tier 1,330513.0
41,18.2,Master,Lead,Tier 2,2349153.0
18,0.0,High School,Junior,Tier 3,425387.0
34,13.5,Bachelor,Mid,Tier 2,684885.0
38,16.2,High School,Manager,Tier 2,2042591.0
34,15.0,High School,Mid,Tier 2,1558728.0
62,42.3,High School,Mid,Tier 1,419993.0
66,43.8,High School,Senior,Tier 3,902826.0
18,0.0,High School,Senior,Tier 1,980057.0
41,13.3,High School,Mid,Tier 2,404380.0
42,19.3,Bachelor,Junior,Tier 2,366808.0
45,20.3,Bachelor,Mid,Tier 2,871835.0
24,2.4,Bachelor,Lead,Tier 1,1473494.0
60,38.3,High School,Junior,Tier 2,316758.0
39,18.4,High School,Mid,Tier 1,403117.0
44,24.8,Bachelor,Lead,Tier 1,2089155.0
29,6.9,Bachelor,Junior,Tier 3,389319.0
37,19.0,Bachelor,Mid,Tier 3,639726.0
21,0.0,High School,Mid,Tier 2,485312.0
48,23.4,Bachelor,Manager,Tier 1,2609336.0
36,12.9,Bachelor,Manager,Tier 2,2517868.0
23,0.3,Bachelor,Junior,Tier 2,436013.0
49,28.2,Bachelor,Manager,Tier 1,2778398.0
29,5.1,Bachelor,Mid,Tier 3,770146.0
34,11.4,Bachelor,Mid,Tier 1,751845.0
29,6.7,High School,Junior,Tier 1,452344.0
45,22.1,Bachelor,Mid,Tier 2,622919.0
29,8.6,High School,Mid,Tier 1,661616.0
37,16.3,Bachelor,Mid,Tier 2,801218.0
42,22.3,Bachelor,Manager,Tier 3,2533159.0
43,20.3,Bachelor,Lead,Tier 1,2121604.0
63,43.4,High School,Mid,Tier 3,640282.0
64,39.3,Bachelor,Manager,Tier 2,2081479.0
38,13.2,Bachelor,Manager,Tier 1,2279948.0
24,0.0,Bachelor,Mid,Tier 3,764683.0
29,7.0,High School,Mid,Tier 3,489191.0
30,10.4,Bachelor,Mid,Tier 2,765636.0
66,42.8,High School,Mid,Tier 2,601593.0
25,2.0,Bachelor,Manager,Tier 1,1916952.0
39,16.6,High School,Mid,Tier 1,957123.0
22,1.1,Bachelor,Mid,Tier 1,742182.0
31,8.0,Bachelor,Mid,Tier 2,863174.0
29,5.9,High School,Mid,Tier 1,714304.0
52,27.3,Bachelor,Lead,Tier 1,1483902.0
51,27.9,Bachelor,Junior,Tier 2,738405.0
40,20.4,High School,Junior,Tier 2,420941.0
64,42.2,Bachelor,Manager,Tier 2,2056336.0
31,7.5,High School,Junior,Tier 2,424489.0
74,54.5,High School,Senior,Tier 3,812036.0
43,19.8,Bachelor,Junior,Tier 2,397926.0
80,60.8,Master,Manager,Tier 2,2703554.0
28,8.8,Bachelor,Manager,Tier 3,2607476.0
77,55.1,High School,Mid,Tier 1,703940.0
68,43.0,High School,Junior,Tier 3,226353.0
51,33.0,High School,Mid,Tier 2,483111.0
21,0.0,High School,Mid,Tier 1,696635.0
43,20.4,High School,Mid,Tier 2,557180.0
42,21.9,High School,Junior,Tier 2,376080.0
48,27.4,Master,Manager,Tier 2,2155026.0
30,10.6,High School,Mid,Tier 3,831913.0
32,8.7,High School,Junior,Tier 2,470236.0
56,34.6,High School,Mid,Tier 2,630235.0
50,25.6,Bachelor,Mid,Tier 1,773694.0
40,19.3,High School,Mid,Tier 2,649137.0
23,1.0,High School,Mid,Tier 2,821785.0
54,32.6,Bachelor,Senior,Tier 1,1005128.0
28,5.7,High School,Mid,Tier 2,620246.0
34,11.5,Bachelor,Mid,Tier 1,1353496.0
48,24.3,PhD,Lead,Tier 2,2538410.0
56,35.6,Bachelor,Manager,Tier 1,2343085.0
31,12.0,High School,Junior,Tier 2,332409.0
42,18.9,Bachelor,Mid,Tier 2,819374.0
36,15.1,High School,Mid,Tier 1,621146.0
52,30.9,Bachelor,Mid,Tier 2,582873.0
55,33.0,High School,Mid,Tier 3,716419.0
25,0.0,High School,Mid,Tier 3,787609.0
35,10.4,High School,Junior,Tier 3,498365.0
51,27.4,Bachelor,Mid,Tier 2,1362648.0
19,0.0,Bachelor,Mid,Tier 3,587191.0
59,39.8,High School,Mid,Tier 3,676931.0
19,0.0,Bachelor,Junior,Tier 3,480468.0
46,23.9,Master,Lead,Tier 1,1482424.0
46,19.6,Master,Lead,Tier 2,2225120.0
26,0.4,Bachelor,Junior,Tier 2,638301.0
55,33.0,High School,Junior,Tier 3,359662.0
28,9.9,High School,Manager,Tier 2,1875201.0
61,37.6,Bachelor,Manager,Tier 1,2636571.0
35,14.7,Bachelor,Lead,Tier 1,1940073.0
52,29.0,Bachelor,Senior,Tier 1,1004386.0
21,0.0,Bachelor,Mid,Tier 1,555902.0
33,13.4,Bachelor,Mid,Tier 2,838254.0
38,15.3,Bachelor,Junior,Tier 2,899590.0
44,20.6,High School,Mid,Tier 2,637210.0
29,9.8,Bachelor,Mid,Tier 1,1507927.0
39,17.1,High School,Junior,Tier 2,368603.0
32,12.2,High School,Junior,Tier 3,268426.0
47,23.6,High School,Senior,Tier 1,1192643.0
28,8.8,Bachelor,Mid,Tier 1,648521.0
59,37.5,Bachelor,Mid,Tier 2,1486149.0
38,16.9,Bachelor,Mid,Tier 1,1387927.0
23,1.3,Bachelor,Mid,Tier 2,892461.0
44,21.0,Bachelor,Mid,Tier 1,1341950.0
55,33.0,Master,Manager,Tier 3,2660339.0
65,42.1,Bachelor,Manager,Tier 2,2600236.0
19,0.0,Bachelor,Mid,Tier 2,1032268.0
58,35.6,High School,Senior,Tier 3,938361.0
49,24.0,Master,Mid,Tier 3,1161289.0
44,18.6,Bachelor,Lead,Tier 1,2005892.0
44,18.5,High School,Mid,Tier 3,685659.0
33,12.2,Bachelor,Mid,Tier 1,1195931.0
38,13.7,High School,Mid,Tier 3,618573.0
37,15.6,High School,Senior,Tier 1,1787772.0
30,8.3,High School,Mid,Tier 1,505942.0
28,5.9,Master,Mid,Tier 2,817155.0
27,5.9,Master,Senior,Tier 1,1321811.0
49,27.3,Bachelor,Lead,Tier 1,2063754.0
28,0.6,Bachelor,Manager,Tier 2,2277535.0
61,38.4,High School,Manager,Tier 1,2471087.0
41,19.9,Bachelor,Senior,Tier 1,1058255.0
20,1.3,Bachelor,Mid,Tier 1,788022.0
40,21.4,Master,Manager,Tier 1,2685908.0
57,32.3,Bachelor,Manager,Tier 1,2524166.0
62,39.3,High School,Junior,Tier 2,233228.0
31,5.9,High School,Junior,Tier 1,180000.0
31,12.0,High School,Junior,Tier 2,389796.0
68,48.0,High School,Junior,Tier 2,255916.0
18,0.0,High School,Mid,Tier 1,535319.0
30,8.3,Bachelor,Senior,Tier 3,1172409.0
38,18.8,High School,Mid,Tier 2,492493.0
19,0.0,High School,Junior,Tier 2,482777.0
22,2.3,Bachelor,Manager,Tier 2,1860376.0
46,24.9,High School,Junior,Tier 3,317800.0
57,34.3,High School,Mid,Tier 1,808928.0
18,0.0,High School,Junior,Tier 2,348661.0
67,46.6,High School,Manager,Tier 2,2062037.0
28,5.6,Bachelor,Mid,Tier 3,1032649.0
30,7.3,Bachelor,Lead,Tier 2,1999738.0
20,0.3,High School,Mid,Tier 2,520112.0
32,13.3,Bachelor,Junior,Tier 2,290769.0
35,11.5,Bachelor,Mid,Tier 3,785016.0
38,15.5,High School,Manager,Tier 1,2560511.0
23,1.7,Bachelor,Mid,Tier 3,842488.0
64,43.0,Bachelor,Mid,Tier 2,916962.0
33,10.0,Bachelor,Mid,Tier 3,1226890.0
24,5.8,Bachelor,Mid,Tier 2,974533.0
51,29.8,Bachelor,Manager,Tier 2,2016187.0
27,6.1,High School,Junior,Tier 3,443640.0
48,29.5,Master,Manager,Tier 1,2791912.0
27,4.1,Bachelor,Lead,Tier 2,1357437.0
24,1.8,Bachelor,Mid,Tier 2,636140.0
31,6.5,High School,Mid,Tier 1,632737.0
42,19.7,Bachelor,Mid,Tier 2,634300.0
51,26.0,High School,Junior,Tier 3,388550.0
41,20.5,Bachelor,Mid,Tier 1,1300542.0
26,4.8,Bachelor,Junior,Tier 3,512529.0
69,46.4,High School,Mid,Tier 3,384082.0
63,40.8,High School,Mid,Tier 3,825947.0
35,14.5,Bachelor,Mid,Tier 1,1462686.0
35,10.7,Bachelor,Junior,Tier 2,692559.0
62,40.4,High School,Manager,Tier 2,1622597.0
26,5.4,High School,Mid,Tier 2,683182.0
63,37.4,High School,Mid,Tier 3,1226069.0
23,2.4,High School,Mid,Tier 1,448612.0
43,17.7,High School,Lead,Tier 1,1407743.0
44,21.8,Bachelor,Mid,Tier 3,1486583.0
56,31.7,High School,Mid,Tier 3,1327125.0
54,34.9,Master,Mid,Tier 1,1709380.0
32,7.7,Bachelor,Manager,Tier 2,2185011.0
42,16.7,High School,Manager,Tier 1,2415225.0
37,15.3,High School,Mid,Tier 2,1202085.0
24,1.2,High School,Mid,Tier 2,646253.0
42,17.0,High School,Junior,Tier 3,582275.0
21,0.1,High School,Mid,Tier 3,569868.0
30,4.0,Bachelor,Manager,Tier 3,1974122.0
43,18.9,Bachelor,Senior,Tier 2,1504027.0
19,0.0,Bachelor,Junior,Tier 2,654772.0
30,9.6,High School,Mid,Tier 1,625100.0
26,6.6,High School,Junior,Tier 3,296016.0
38,18.2,Bachelor,Manager,Tier 3,2149964.0
54,31.7,Bachelor,Mid,Tier 3,1309180.0
20,0.0,High School,Junior,Tier 2,241031.0
22,0.8,Bachelor,Mid,Tier 1,909697.0
40,20.9,High School,Junior,Tier 2,804928.0
23,3.5,Bachelor,Junior,Tier 3,567256.0
22,0.9,Bachelor,Junior,Tier 2,536702.0
18,0.0,High School,Junior,Tier 2,203349.0
24,0.9,Master,Lead,Tier 2,1639050.0
30,11.9,Bachelor,Manager,Tier 1,1981784.0
38,13.2,Bachelor,Lead,Tier 2,2253530.0
27,2.7,High School,Junior,Tier 2,550483.0
21,0.9,Bachelor,Mid,Tier 3,799039.0
43,20.1,Bachelor,Mid,Tier 2,1050996.0
26,1.6,High School,Senior,Tier 2,833318.0
38,19.1,High School,Mid,Tier 1,539069.0
58,36.9,High School,Junior,Tier 3,545244.0
17,0.0,High School,Mid,Tier 1,621357.0
63,38.7,High School,Mid,Tier 1,1253028.0
36,18.0,Bachelor,Lead,Tier 1,2172084.0
21,0.0,Bachelor,Junior,Tier 2,757681.0
51,31.8,Bachelor,Mid,Tier 2,1534059.0
51,30.8,High School,Junior,Tier 1,510544.0
43,20.0,Bachelor,Lead,Tier 1,1417380.0
47,24.0,High School,Mid,Tier 3,1289693.0
68,48.9,Master,Lead,Tier 2,1596041.0
18,0.0,High School,Junior,Tier 1,494320.0
34,8.2,High School,Mid,Tier 3,1131867.0
49,28.1,High School,Mid,Tier 2,708415.0
65,42.8,Bachelor,Junior,Tier 3,555582.0
19,0.0,High School,Junior,Tier 2,446326.0
59,37.5,High School,Manager,Tier 3,2386448.0
29,4.3,Bachelor,Mid,Tier 3,717166.0
33,10.1,Bachelor,Junior,Tier 2,1233583.0
39,15.4,Bachelor,Manager,Tier 1,2628125.0
64,41.0,Bachelor,Mid,Tier 2,468385.0
48,25.9,High School,Junior,Tier 2,251915.0
37,13.0,Bachelor,Manager,Tier 1,2091018.0
26,7.1,High School,Mid,Tier 2,780514.0
31,10.0,Bachelor,Junior,Tier 2,522089.0
30,11.6,Bachelor,Senior,Tier 2,991328.0
54,31.7,Bachelor,Mid,Tier 2,1476271.0
62,38.9,High School,Senior,Tier 3,901307.0
59,40.5,High School,Mid,Tier 3,1289170.0
44,20.8,Bachelor,Mid,Tier 2,752014.0
40,17.6,Master,Lead,Tier 2,1573757.0
32,11.4,Bachelor,Lead,Tier 2,2156135.0
28,3.5,High School,Mid,Tier 2,680699.0
31,10.4,Bachelor,Mid,Tier 2,729501.0
38,17.2,High School,Mid,Tier 2,1080094.0
39,19.5,High School,Manager,Tier 1,2299698.0
47,26.8,Bachelor,Senior,Tier 1,865505.0
43,23.6,Bachelor,Manager,Tier 1,2584512.0
27,4.8,Bachelor,Mid,Tier 2,787991.0
46,22.3,High School,Mid,Tier 2,422623.0
56,38.0,High School,Manager,Tier 1,2322955.0
34,8.9,Bachelor,Lead,Tier 1,2095307.0
27,2.1,Bachelor,Manager,Tier 2,2245747.0
19,0.0,High School,Mid,Tier 3,730654.0
58,39.2,Bachelor,Mid,Tier 3,1132004.0
20,0.0,Bachelor,Junior,Tier 3,597008.0
23,3.0,Bachelor,Mid,Tier 1,864696.0
31,5.0,High School,Manager,Tier 1,1848069.0
48,25.0,High School,Mid,Tier 2,571575.0
28,2.3,Bachelor,Junior,Tier 3,1227521.0
34,13.6,Bachelor,Lead,Tier 1,2108537.0
38,12.9,High School,Mid,Tier 2,1245255.0
25,0.4,High School,Mid,Tier 2,686914.0
23,2.0,Bachelor,Manager,Tier 1,2105878.0
48,28.1,Bachelor,Lead,Tier 2,1974902.0
37,14.7,High School,Senior,Tier 2,1458449.0
36,15.1,Bachelor,Mid,Tier 2,656499.0
39,18.1,High School,Junior,Tier 1,352173.0
70,47.6,High School,Mid,Tier 1,667407.0
32,7.8,High School,Junior,Tier 2,307268.0
42,21.1,High School,Mid,Tier 3,728395.0
47,26.2,Bachelor,Lead,Tier 1,1961402.0
23,2.8,Bachelor,Lead,Tier 2,1474389.0
40,18.6,High School,Manager,Tier 3,2000299.0
33,8.7,Bachelor,Lead,Tier 1,1503856.0
29,8.4,Bachelor,Mid,Tier 2,528303.0
23,1.0,High School,Mid,Tier 3,615991.0
37,14.0,Bachelor,Junior,Tier 3,461465.0
56,33.4,High School,Mid,Tier 3,1041333.0
64,40.6,Bachelor,Manager,Tier 1,2691746.0
31,10.8,Bachelor,Senior,Tier 2,900129.0
38,13.2,Bachelor,Mid,Tier 3,786877.0
52,28.0,High School,Mid,Tier 2,774717.0
23,0.3,Bachelor,Senior,Tier 2,1086269.0
31,12.2,Bachelor,Lead,Tier 1,2032563.0
35,15.1,Bachelor,Mid,Tier 2,738216.0
66,40.7,High School,Mid,Tier 2,724678.0
36,16.7,Bachelor,Junior,Tier 3,537329.0
26,6.7,High School,Junior,Tier 2,344157.0
45,20.7,High School,Mid,Tier 3,510742.0
27,0.0,High School,Junior,Tier 3,292711.0
41,18.9,Bachelor,Junior,Tier 3,745689.0
52,32.2,Bachelor,Mid,Tier 1,1303683.0
48,29.2,Bachelor,Mid,Tier 3,1431627.0
33,9.3,Bachelor,Lead,Tier 2,2126320.0
22,3.5,Bachelor,Junior,Tier 2,435278.0
59,32.5,High School,Junior,Tier 2,904590.0
52,29.3,Master,Manager,Tier 1,2884272.0
18,0.0,High School,Mid,Tier 3,616855.0
40,20.3,High School,Mid,Tier 3,578539.0
54,34.6,High School,Junior,Tier 1,455406.0
17,0.0,High School,Mid,Tier 3,721494.0
23,0.0,High School,Mid,Tier 2,640328.0
53,32.7,Bachelor,Mid,Tier 1,681735.0
27,6.0,High School,Junior,Tier 3,414069.0
27,1.7,Master,Lead,Tier 2,1503434.0
23,0.0,Bachelor,Mid,Tier 2,767127.0
32,12.1,High School,Mid,Tier 1,637730.0
29,6.6,Bachelor,Junior,Tier 3,452097.0
26,1.4,High School,Mid,Tier 2,551428.0
47,24.6,Bachelor,Senior,Tier 3,1026093.0
29,7.7,Bachelor,Senior,Tier 1,1137982.0
51,28.8,PhD,Lead,Tier 2,2324986.0
60,34.9,High School,Junior,Tier 2,302867.0
25,6.8,Bachelor,Mid,Tier 1,1327667.0
50,30.0,High School,Junior,Tier 3,482675.0
60,37.3,Bachelor,Junior,Tier 3,1237278.0
52,29.4,Bachelor,Mid,Tier 3,794925.0
35,13.7,High School,Manager,Tier 1,2585781.0
31,6.7,Bachelor,Lead,Tier 1,2204468.0
43,21.6,Master,Lead,Tier 1,2248901.0
55,30.3,High School,Mid,Tier 3,503804.0
22,0.0,High School,Junior,Tier 3,390710.0
36,11.7,Bachelor,Junior,Tier 3,386596.0
51,26.8,Bachelor,Mid,Tier 3,797367.0
61,42.3,Bachelor,Lead,Tier 2,1391000.0
29,7.1,Bachelor,Junior,Tier 3,563449.0
47,25.4,High School,Manager,Tier 1,1889808.0
73,47.0,Bachelor,Mid,Tier 3,704039.0
20,0.0,High School,Junior,Tier 2,427047.0
20,0.0,Bachelor,Junior,Tier 2,535022.0
36,14.4,High School,Mid,Tier 1,531842.0
28,1.7,High School,Junior,Tier 1,283250.0
63,41.4,Bachelor,Senior,Tier 1,1092715.0
50,28.7,Master,Mid,Tier 1,785235.0
41,21.6,Bachelor,Mid,Tier 2,1565378.0
62,38.7,Bachelor,Mid,Tier 2,904458.0
35,8.5,Master,Lead,Tier 1,2069220.0
48,24.0,Bachelor,Manager,Tier 1,2747801.0
67,42.8,High School,Mid,Tier 2,736598.0
43,22.5,Bachelor,Lead,Tier 1,1979668.0
49,21.6,Bachelor,Junior,Tier 1,592133.0
54,31.1,Bachelor,Lead,Tier 3,2034979.0
18,0.0,High School,Mid,Tier 2,681822.0
60,38.0,High School,Lead,Tier 1,1853936.0
27,6.8,High School,Senior,Tier 3,1021675.0
62,36.7,PhD,Manager,Tier 1,2982792.0
39,13.8,Master,Manager,Tier 2,2769451.0
52,32.9,High School,Mid,Tier 1,694317.0
54,32.2,High School,Junior,Tier 1,508086.0
28,6.2,Bachelor,Mid,Tier 3,469642.0
53,28.8,High School,Mid,Tier 2,251513.0
28,6.2,Bachelor,Mid,Tier 1,791001.0
24,0.0,High School,Junior,Tier 2,335560.0
47,27.4,Bachelor,Lead,Tier 2,1306478.0
26,8.0,High School,Mid,Tier 3,555124.0
23,2.0,Bachelor,Mid,Tier 2,1099334.0
41,17.7,Bachelor,Lead,Tier 1,1912891.0
25,0.0,Bachelor,Junior,Tier 3,656278.0
17,0.0,High School,Mid,Tier 1,508630.0
34,15.1,High School,Junior,Tier 2,225738.0
34,9.9,High School,Mid,Tier 2,526566.0
41,18.3,Bachelor,Junior,Tier 1,379434.0
24,3.3,Bachelor,Mid,Tier 2,561833.0
32,13.0,Bachelor,Mid,Tier 3,663011.0
21,0.0,Bachelor,Junior,Tier 3,419170.0
46,23.2,Bachelor,Junior,Tier 2,532475.0
19,0.0,High School,Mid,Tier 3,620232.0
29,5.7,Bachelor,Manager,Tier 1,2555314.0
43,19.9,Bachelor,Junior,Tier 1,640548.0
33,11.8,High School,Lead,Tier 1,1292302.0
21,0.0,High School,Junior,Tier 1,381573.0
33,15.0,High School,Lead,Tier 1,1039689.0
29,7.9,Bachelor,Mid,Tier 3,1359854.0
21,1.3,Bachelor,Lead,Tier 2,1720248.0
25,0.9,Bachelor,Manager,Tier 2,2145398.0
20,0.0,High School,Junior,Tier 2,379293.0
59,35.6,Bachelor,Mid,Tier 1,1211031.0
55,33.8,High School,Mid,Tier 2,1410852.0
49,28.4,Bachelor,Mid,Tier 1,730681.0
48,26.1,Bachelor,Manager,Tier 1,2584186.0
32,14.0,Bachelor,Mid,Tier 3,1278194.0
25,5.9,Bachelor,Mid,Tier 3,998759.0
41,21.4,High School,Mid,Tier 2,585820.0
57,36.5,Master,Manager,Tier 1,2854068.0
38,19.5,Master,Manager,Tier 3,2805626.0
25,0.1,High School,Junior,Tier 2,392174.0
61,41.7,High School,Senior,Tier 2,849011.0
43,19.0,High School,Mid,Tier 3,1370679.0
22,0.0,High School,Junior,Tier 1,405286.0
33,12.1,Bachelor,Junior,Tier 3,981060.0
39,19.5,Bachelor,Mid,Tier 3,1397294.0
44,19.7,PhD,Lead,Tier 1,1786229.0
30,7.0,High School,Mid,Tier 3,645735.0
37,15.2,Bachelor,Junior,Tier 3,510209.0
37,14.6,Bachelor,Manager,Tier 1,1985073.0
55,34.7,Bachelor,Mid,Tier 2,1457298.0
51,33.0,Bachelor,Mid,Tier 2,973097.0
25,3.8,Bachelor,Senior,Tier 2,826933.0
60,36.5,Bachelor,Junior,Tier 3,559845.0
30,5.4,High School,Mid,Tier 3,535182.0
63,40.3,High School,Junior,Tier 2,290574.0
37,13.1,High School,Junior,Tier 3,180000.0
32,10.9,Bachelor,Lead,Tier 3,1500795.0
64,42.9,Bachelor,Manager,Tier 1,2599485.0
21,0.0,Bachelor,Mid,Tier 1,698339.0
53,35.0,High School,Junior,Tier 2,544324.0
46,22.5,Bachelor,Mid,Tier 3,697271.0
29,6.8,High School,Junior,Tier 2,342181.0
44,23.3,Bachelor,Mid,Tier 2,589682.0
47,26.8,High School,Mid,Tier 3,491055.0
40,20.6,High School,Mid,Tier 1,775970.0
36,14.9,Bachelor,Manager,Tier 1,2123390.0
57,37.1,Bachelor,Mid,Tier 3,904514.0
39,15.7,Bachelor,Manager,Tier 1,1971630.0
23,2.8,Bachelor,Lead,Tier 2,1493341.0
32,11.8,High School,Mid,Tier 1,1355739.0
33,14.0,High School,Junior,Tier 1,469518.0
40,14.7,High School,Mid,Tier 2,789639.0
37,13.2,High School,Senior,Tier 2,948242.0
46,25.6,High School,Junior,Tier 3,399780.0
32,4.7,Bachelor,Lead,Tier 1,1182473.0
56,35.0,High School,Mid,Tier 2,650016.0
46,26.1,Bachelor,Manager,Tier 3,2721717.0
59,35.8,Bachelor,Manager,Tier 1,2802706.0
21,0.0,High School,Senior,Tier 1,804652.0
37,12.9,High School,Junior,Tier 2,395971.0
18,0.0,Bachelor,Manager,Tier 3,1859199.0
28,5.0,Bachelor,Manager,Tier 2,1871416.0
59,35.6,Bachelor,Manager,Tier 1,2734056.0
25,1.5,High School,Mid,Tier 1,751984.0
17,0.0,High School,Junior,Tier 2,556193.0
30,7.4,Master,Mid,Tier 3,1552616.0
21,2.7,Bachelor,Mid,Tier 3,995516.0
31,8.2,Bachelor,Mid,Tier 3,717899.0
56,34.7,Bachelor,Mid,Tier 2,857789.0
64,40.8,High School,Mid,Tier 2,441857.0
46,22.8,Bachelor,Lead,Tier 1,1672782.0
60,34.6,High School,Junior,Tier 2,342236.0
59,33.9,High School,Junior,Tier 2,385523.0
46,21.6,High School,Junior,Tier 2,443147.0
19,0.0,Bachelor,Senior,Tier 1,1027661.0
49,29.2,Bachelor,Mid,Tier 2,808365.0
24,0.0,High School,Senior,Tier 2,1116337.0
65,41.9,Bachelor,Junior,Tier 3,638545.0
27,2.3,High School,Mid,Tier 1,508124.0
52,29.5,Bachelor,Senior,Tier 1,748492.0
42,22.2,Bachelor,Junior,Tier 1,420963.0
78,55.1,High School,Mid,Tier 2,761161.0
46,23.9,High School,Mid,Tier 1,1139570.0
60,40.9,High School,Manager,Tier 2,2003939.0
28,6.9,Bachelor,Manager,Tier 1,2126836.0
17,0.0,High School,Junior,Tier 3,393319.0
57,35.3,High School,Mid,Tier 2,1189585.0
48,24.3,PhD,Lead,Tier 2,1720283.0
39,17.8,High School,Mid,Tier 2,1467265.0
38,17.0,High School,Manager,Tier 1,1800283.0
20,0.0,Bachelor,Mid,Tier 1,884514.0
32,10.4,Master,Manager,Tier 1,2911694.0
41,18.8,Master,Lead,Tier 2,2273816.0
66,45.1,High School,Junior,Tier 3,385615.0
46,25.7,Bachelor,Mid,Tier 2,1172426.0
48,27.0,Master,Lead,Tier 1,2077234.0
24,1.4,High School,Junior,Tier 2,307027.0
31,10.9,High School,Junior,Tier 2,481871.0
38,14.3,High School,Manager,Tier 1,2621875.0
57,32.4,High School,Mid,Tier 1,649681.0
20,0.0,High School,Mid,Tier 2,631165.0
54,31.9,High School,Mid,Tier 1,770094.0
25,1.4,Bachelor,Junior,Tier 1,299206.0
21,0.0,Bachelor,Junior,Tier 2,285169.0
23,0.0,Bachelor,Junior,Tier 3,364275.0
34,10.7,Bachelor,Lead,Tier 1,1561065.0
40,18.9,Master,Lead,Tier 2,1973878.0
43,18.9,Bachelor,Mid,Tier 2,756318.0
34,12.8,Bachelor,Junior,Tier 3,1040754.0
21,0.0,Bachelor,Junior,Tier 2,568623.0
40,17.9,High School,Junior,Tier 2,383001.0
48,27.2,Bachelor,Mid,Tier 3,780039.0
47,26.9,High School,Mid,Tier 2,552100.0
63,41.2,High School,Mid,Tier 1,1284886.0
33,9.4,High School,Mid,Tier 1,775618.0
28,5.1,Bachelor,Senior,Tier 2,1201768.0
21,0.3,High School,Junior,Tier 1,356512.0
51,27.0,Bachelor,Mid,Tier 3,676194.0
67,44.6,Master,Lead,Tier 2,2253473.0
33,10.2,Bachelor,Mid,Tier 3,987047.0
31,8.8,High School,Junior,Tier 3,393618.0
46,22.0,High School,Senior,Tier 2,1600649.0
45,19.3,Bachelor,Lead,Tier 3,1581554.0
66,45.0,High School,Junior,Tier 2,492645.0
58,37.9,High School,Mid,Tier 2,752742.0
40,14.4,Master,Mid,Tier 2,756982.0
42,20.7,High School,Mid,Tier 2,484413.0
46,26.2,Bachelor,Mid,Tier 1,1355707.0
19,0.0,High School,Junior,Tier 2,547643.0
19,0.0,Bachelor,Manager,Tier 2,2197368.0
37,13.1,Master,Lead,Tier 1,2194478.0
22,0.2,Bachelor,Junior,Tier 2,669781.0
64,42.5,Bachelor,Manager,Tier 1,1999410.0
38,16.2,High School,Mid,Tier 1,500830.0
56,33.6,High School,Junior,Tier 3,240520.0
47,22.8,High School,Junior,Tier 3,383530.0
35,13.8,High School,Mid,Tier 1,558408.0
23,1.9,High School,Junior,Tier 2,520409.0
32,10.4,Bachelor,Senior,Tier 1,1132537.0
49,27.2,Bachelor,Lead,Tier 1,2056508.0
27,8.4,High School,Mid,Tier 1,1206993.0
20,0.0,Bachelor,Mid,Tier 1,699701.0
42,22.6,Bachelor,Senior,Tier 1,836502.0
35,11.5,Bachelor,Senior,Tier 1,908111.0
62,42.2,High School,Mid,Tier 3,694402.0
46,26.5,High School,Mid,Tier 1,583384.0
32,9.4,Bachelor,Manager,Tier 1,2492576.0
35,16.3,Bachelor,Manager,Tier 2,2214048.0
55,33.9,High School,Junior,Tier 3,603781.0
29,5.2,Bachelor,Mid,Tier 2,902041.0
24,1.3,High School,Junior,Tier 3,473379.0
19,0.0,High School,Junior,Tier 2,434344.0
50,29.8,High School,Manager,Tier 1,1912050.0
38,13.9,Bachelor,Manager,Tier 2,2069613.0
24,1.7,High School,Mid,Tier 1,675445.0
33,11.4,Master,Manager,Tier 1,2929892.0
79,56.0,High School,Mid,Tier 2,654494.0
33,15.0,PhD,Senior,Tier 1,1006762.0
36,14.5,High School,Mid,Tier 1,783142.0
46,23.9,Bachelor,Senior,Tier 3,1673939.0
17,0.0,High School,Junior,Tier 2,237105.0
22,0.0,High School,Junior,Tier 3,423764.0
39,19.0,High School,Mid,Tier 2,643800.0
